Timestamp,Event,Screenshot
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
2025-09-07_08-48-31,Motion Detected,motion_screenshots/motion_2025-09-07_08-48-31.jpg
